Data;Salário mínimo real - R$ (do último mês) - Instituto de Pesquisa Econômica Aplicada - GAC12_SALMINRE12;
2016.08;1367,46301432255;
2016.09;1366,37116648551;
2016.10;1364,0515818125;
2016.11;1363,09777112084;
2016.12;1361,19139083303;
2017.01;1443,29799074076;
2017.02;1439,84169508429;
2017.03;1435,24746260041;
2017.04;1434,10060981105;
2017.05;1428,95524341841;
2017.06;1433,25386385926;
2017.07;1430,82252801816;
2017.08;1431,25149251792;
2017.09;1431,53761177381;
2017.10;1426,26001434034;
2017.11;1423,69663448539;
2017.12;1420,00394216049;
2018.01;1442,44908715368;
2018.02;1439,85681389994;
2018.03;1438,85090662225;
2018.04;1435,83594470046;
2018.05;1429,68955786988;
2018.06;1409,53451585775;
2018.07;1406,01984001481;
2018.08;1406,01984001481;
2018.09;1401,81343731254;
2018.10;1396,22963553077;
2018.11;1399,72772179335;
2018.12;1397,77146056042;
2019.01;1456,99314212797;
2019.02;1449,16715338591;
2019.03;1438,0927736695;
2019.04;1429,5162047276;
2019.05;1427,3760021559;
2019.06;1427,23444005531;
2019.07;1425,80970024396;
2019.08;1424,10057190656;
2019.09;1424,81354133781;
2019.10;1424,2441725192;
2019.11;1416,59409934716;
2019.12;1399,51909046871;
2020.01;1454,25253699963;
2020.02;1460,16886462491;
2020.03;1457,54396530956;
2020.04;1460,90339362543;
2020.05;1464,56566508651;
2020.06;1460,18488283014;
2020.07;1453,78699840538;
2020.08;1448,5712264613;
2020.09;1436,07615581445;
2020.10;1423,40908118744;
2020.11;1410,01440672879;
2020.12;1389,72556471442;
2021.01;1458,92892161542;
2021.02;1447,06307621336;
2021.03;1434,72482011933;
2021.04;1429,29250167043;
2021.05;1415,70281753469;
2021.06;1407,25903110248;
2021.07;1393,05055901424;
2021.08;1380,89765828274;
2021.09;1364,52428139441;
2021.10;1348,87650905917;
2021.11;1337,64071850571;
2021.12;1327,94636834797;
2022.01;1453,41868507767;
2022.02;1439,028401067;
2022.03;1414,83431294678;
2022.04;1400,27079513038;
2022.05;1393,99717668022;
2022.06;1385,40700523194;
2022.07;1393,77063803278;
2022.08;1398,10438420924;
2022.09;1402,59258563827;
2022.10;1396,03092699601;
2022.11;1390,7467024214;
2022.12;1381,21534412442;
2023.01;1476,98632625798;
2023.02;1465,70149082248;
2023.03;1456,38039201911;
2023.04;1448,70254333897;
2023.05;1463,46152618645;
2023.06;1464,92575914451;
2023.07;1466,24586311094;
2023.08;1463,31929683069;
2023.09;1461,71211807271;
2023.10;1459,96054872869;
2023.11;1458,50200239999;
2023.12;1450,52450558899;
2024.01;1542,82799619123;
2024.02;1530,43247298622;
2024.03;1527,52950768852;
2024.04;1521,89813794942;
2024.05;1514,92874400374;
2024.06;1511,15043831396;
2024.07;1507,2309202927;
2024.08;1509,34328454238;
2024.09;1502,13259427022;
2024.10;1493,02547286892;
2024.11;1488,11497695662;
2024.12;1481,005617353;
2025.01;1592,18592573785;
2025.02;1568,96481156151;
2025.03;1561,00377023372;
2025.04;1553,5473949357;
2025.05;1548,12821953345;
2025.06;1544,57477682583;
2025.07;1541,3385804175;
2025.08;1544,58300259223;
2025.09;1536,59205533267;
2025.10;1536,13223114232;
